label,id,date,query,user,description,flag
0,1468474003,Tue Apr 07 01:53:28 PDT 2009,NO_QUERY,Jess_18,is sad coz alison's leaving england to france tonight ,1
0,1468491526,Tue Apr 07 02:00:07 PDT 2009,NO_QUERY,LadyHoldem,@phil_hellmuth So sad ,1
0,1468540503,Tue Apr 07 02:17:50 PDT 2009,NO_QUERY,wdeveloper,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC ",1
0,1468543510,Tue Apr 07 02:19:00 PDT 2009,NO_QUERY,robynicole,Insomnia kickin in  I hate this!!!,1
0,1468547124,Tue Apr 07 02:20:17 PDT 2009,NO_QUERY,fatchris,@mousenator cry? ,1
0,1468571863,Tue Apr 07 02:29:13 PDT 2009,NO_QUERY,bryanparker,Sad movies make me think of things that I don't really wanna think about ,1
0,1468606953,Tue Apr 07 02:41:42 PDT 2009,NO_QUERY,DrPotatohead,a sad day I morn for my awesome car  http://twitpic.com/2y82e,1
0,1468626256,Tue Apr 07 02:48:43 PDT 2009,NO_QUERY,fgiunchedi,@alessandrod sadness  but please keep updating *hug*,1
0,1468626858,Tue Apr 07 02:48:57 PDT 2009,NO_QUERY,Robguy,Sad that the time shift means it's dark when we go home. ,1
0,1468631241,Tue Apr 07 02:50:31 PDT 2009,NO_QUERY,miavida,insomnia has got the best of me again... ohhh so tired and can't find sleep ,1
0,1468639458,Tue Apr 07 02:53:32 PDT 2009,NO_QUERY,byronface,is sad. watching HIMYM seas. 1 so i can be cool like everyone else. but not feeling it and keep forcing myself to watch the next episodes ,1
0,1468643337,Tue Apr 07 02:54:59 PDT 2009,NO_QUERY,Tiffany_sweetie,tired cant sleep baby feeding at 3:30 ,1
0,1468643979,Tue Apr 07 02:55:11 PDT 2009,NO_QUERY,sincerely_john,is depressed he isn't going to be able to see David Archuleta. ,1
0,1468680562,Tue Apr 07 03:07:46 PDT 2009,NO_QUERY,grohs,worried about furry sun who has bad tartar on teeth and needs dental treatment ,1
0,1468733143,Tue Apr 07 03:26:05 PDT 2009,NO_QUERY,AAPRaquel,It's depressing to start your day knowing you're not coming home until tomorrow night.  ,1
0,1468815459,Tue Apr 07 03:52:56 PDT 2009,NO_QUERY,aamybelle,so tired   in my room chilling out. fun :|,1
0,1468852434,Tue Apr 07 04:04:13 PDT 2009,NO_QUERY,witchyangel11,am sad my sister and niece have gone away ,1
0,1468899696,Tue Apr 07 04:18:36 PDT 2009,NO_QUERY,dleeshish,So tired of crying... ,1
0,1468927654,Tue Apr 07 04:26:41 PDT 2009,NO_QUERY,katieupsidedown,@offtheceiling tired  I think petsmart may have liiiied to me,1
0,1468999073,Tue Apr 07 04:46:37 PDT 2009,NO_QUERY,BlueInkStains,"@lickmycupcakes  So sad when animals are unhappy, my dog has mastered the reproachful-youre-breaking-my-heart puppy look.",1
0,1469024777,Tue Apr 07 04:53:23 PDT 2009,NO_QUERY,rebeccaclark,i just cried when blair got expelled.  poooooor blair. but its okay. she is going to Yale and everything is okay.,1
0,1469057996,Tue Apr 07 05:01:46 PDT 2009,NO_QUERY,89emma89,is very tired and has no energy  as she has the cold ,1
0,1469106013,Tue Apr 07 05:13:32 PDT 2009,NO_QUERY,yayitsdavid,"too tired to walk to the other side of campus. if the class is from 9-12, why schedule the test in the first hour? ",1
0,1469149504,Tue Apr 07 05:23:44 PDT 2009,NO_QUERY,BethanyM85,So tired! Didn't go to bed until almost midnight ,1
0,1469172062,Tue Apr 07 05:28:51 PDT 2009,NO_QUERY,vaneeya,Is worried sick about Santino. He has a fever ,1
0,1469223335,Tue Apr 07 05:40:02 PDT 2009,NO_QUERY,sourmash25,very tired today! struggling to muster up energy! ,1
0,1469308622,Tue Apr 07 05:58:03 PDT 2009,NO_QUERY,Mal__Reynolds,tired but cant sleep ,1
0,1469332239,Tue Apr 07 06:02:38 PDT 2009,NO_QUERY,PrinceJvstin,@prismaticjules and here you were worried that you weren't going to get anymore. See!  (Ours all melted  ),1
0,1469343461,Tue Apr 07 06:04:50 PDT 2009,NO_QUERY,SYNfulCHRISTian,so tired but have to get ready for school ,1
0,1469358778,Tue Apr 07 06:07:51 PDT 2009,NO_QUERY,huneygirl07,is tired and has a headache. ,1
0,1469466652,Tue Apr 07 06:28:12 PDT 2009,NO_QUERY,MaryAlice01,is tired but has to be at work in an hour ,1
0,1469494445,Tue Apr 07 06:33:11 PDT 2009,NO_QUERY,campcreek,"@Sprucehillfarm @paccadoodle very sad, and i was completely surprised! @paccadoodle, sorry it got spoiled for you.  twitter does do that.",1
0,1469495715,Tue Apr 07 06:33:25 PDT 2009,NO_QUERY,nueck,@m_ona sad  you're online sometime soon?,1
0,1469502072,Tue Apr 07 06:34:33 PDT 2009,NO_QUERY,kelsiann,too tired for tonight ,1
0,1469524832,Tue Apr 07 06:38:38 PDT 2009,NO_QUERY,melrauc,tired     Stayed up too late watching for Sabrina on DWTS...but she looked lovely as usual !,1
0,1469607462,Tue Apr 07 06:53:22 PDT 2009,NO_QUERY,Kathryn71459,is very sad because she can't be with her Mom during this sad time ,1
0,1469641037,Tue Apr 07 06:59:19 PDT 2009,NO_QUERY,rissarie,So sad.  want to cry.,1
0,1469663537,Tue Apr 07 07:03:14 PDT 2009,NO_QUERY,WaitingCasually,"@Coatney just depressed the hell out of me. &quot;You started the same day as @Biz, right?' 'Yes.' 'Sorry you manage me and he's on Colbert.' ",1
0,1469693224,Tue Apr 07 07:08:30 PDT 2009,NO_QUERY,tinydaisy,Crying crying crying over acting  why do I get such epic scenes? I'm weak and small,1
0,1469725083,Tue Apr 07 07:14:06 PDT 2009,NO_QUERY,Author82,sad but true   ? http://blip.fm/~3xj00,1
0,1469755415,Tue Apr 07 07:19:28 PDT 2009,NO_QUERY,sethdesantis,"is so nervous about the idea of ISP's capping monthly bandwith. Not like butterflies nervous, but puking all over the desk nervous ",1
0,1469809091,Tue Apr 07 07:29:00 PDT 2009,NO_QUERY,SigmaPsiPrncess,"its a sad, sad day  Im selling one of the puppies today ",1
0,1469813973,Tue Apr 07 07:29:51 PDT 2009,NO_QUERY,AdrianneFlaye,"is exhausted, and has no idea why. ",1
0,1469870284,Tue Apr 07 07:39:45 PDT 2009,NO_QUERY,hbeth85,i am tired...i dont want to be here...9 hrs left ,1
0,1469873064,Tue Apr 07 07:40:15 PDT 2009,NO_QUERY,katmaund,desperate times call for desperate measures. record high of car break-ins in #btv. i was one of them ,1
0,1469890019,Tue Apr 07 07:43:17 PDT 2009,NO_QUERY,irishally,"Is desperate for some work, getting slightly bored now ",1
0,1469894537,Tue Apr 07 07:44:08 PDT 2009,NO_QUERY,ParchmentMommy,Sad! Chris has to work on Easter ,1
0,1469975332,Tue Apr 07 07:58:48 PDT 2009,NO_QUERY,WaspyRedhead,Worried about Steve's (@verygneiss) eye. ,1
0,1469983321,Tue Apr 07 08:00:12 PDT 2009,NO_QUERY,NBleackley,So tired. No money for lunch ,1
0,1470009953,Tue Apr 07 08:04:46 PDT 2009,NO_QUERY,uhcougarnikki,is tired ,1
0,1470061498,Tue Apr 07 08:13:58 PDT 2009,NO_QUERY,Dynesysgirl,Desperately tired with another late night to look forward to  roll on Easter break!,1
0,1470065158,Tue Apr 07 08:14:36 PDT 2009,NO_QUERY,unsa48,is in desperate need of followers! ,1
0,1470072239,Tue Apr 07 08:15:52 PDT 2009,NO_QUERY,dave_dash,@lmorchard sad   sorry to hear about your PomPom,1
0,1470112376,Tue Apr 07 08:23:03 PDT 2009,NO_QUERY,ChristinaXO,How sad.  http://tinyurl.com/c975bt,1
0,1470154222,Tue Apr 07 08:30:34 PDT 2009,NO_QUERY,Carolaaijn,"Is depressed, RW is sold out  Help me out here! I'm despered",1
0,1470200824,Tue Apr 07 08:38:56 PDT 2009,NO_QUERY,Saffy,being sad that the publisher and author I set blogs up for is not using them at all  when they would really help her ,1
0,1470207867,Tue Apr 07 08:40:12 PDT 2009,NO_QUERY,lovachic14,is sad now the guy i like is offline ,1
0,1470226595,Tue Apr 07 08:43:31 PDT 2009,NO_QUERY,AaronMiller0,Is sad that they killed Kutner on House. ,1
0,1470237881,Tue Apr 07 08:45:33 PDT 2009,NO_QUERY,SillyStephy,Sad day!!!!. Totally thought it was Wednesday this morning! It's only tuesday! Gosh.... Sad day ,1
0,1548317438,Fri Apr 17 20:37:20 PDT 2009,NO_QUERY,lisamarieeeex,so tired ,1
0,1548317514,Fri Apr 17 20:37:24 PDT 2009,NO_QUERY,trumanlo,Is VERY sad that he broke his wife's decorative spoon. ,1
0,1548493558,Fri Apr 17 21:06:24 PDT 2009,NO_QUERY,citygirl912,So sad. I just learned there is no episode of Dollhouse this week. ,1
0,1548499444,Fri Apr 17 21:07:24 PDT 2009,NO_QUERY,Mmouse69,@DxTruettner SAD   My #1 cutie Brendan got blindsided BIG TIME.  Now I don't know who to root for.,1
0,1548644004,Fri Apr 17 21:32:26 PDT 2009,NO_QUERY,Kitsucoon,"So tired of being unemployed.  Last few jobs were so varied in what they wanted...I had experience in all but 1 area, choose someone else ",1
0,1548664010,Fri Apr 17 21:35:54 PDT 2009,NO_QUERY,Cathyroxx,so sad !!  there's no more cereal ! hahaha LOL !!,1
0,1548672435,Fri Apr 17 21:37:22 PDT 2009,NO_QUERY,anaiiii,sad im not going to the blazers game  wahhhhh,1
0,1548699966,Fri Apr 17 21:42:13 PDT 2009,NO_QUERY,StephieM,So tired of looking for wholesale beads and not finding what I want! ,1
0,1548742366,Fri Apr 17 21:50:14 PDT 2009,NO_QUERY,missaminata,"is very, VERY tired  . . .yet, still looking forward to spending my saturday with mumsy!! ",1
0,1548779925,Fri Apr 17 21:57:10 PDT 2009,NO_QUERY,brentma,"@katluvsdmb don't worry, I grabbed a branch halfway down. there're just no hand holds to grab to climb back up. ",1
0,1548802336,Fri Apr 17 22:00:52 PDT 2009,NO_QUERY,armstackwhale,sad 'cause of some people ,1
0,1548832338,Fri Apr 17 22:06:34 PDT 2009,NO_QUERY,kennywa,@wwu_sarah  so sad to here you so sad of late...i anxiously await are reuniting,1
0,1548855883,Fri Apr 17 22:11:15 PDT 2009,NO_QUERY,shawn36368,sad&amp;depressed right now ,1
0,1548859330,Fri Apr 17 22:11:57 PDT 2009,NO_QUERY,CookiesMomma,@ambvymarie Why are you depressed?  ,1
0,1548859401,Fri Apr 17 22:11:58 PDT 2009,NO_QUERY,touchandgo,exhausted tired ,1
0,1548859890,Fri Apr 17 22:12:04 PDT 2009,NO_QUERY,kohne,"Too tired to tweet, too tired to draw, to tired to look for work. Just plain worn out and short on hope. ",1
0,1548876920,Fri Apr 17 22:15:30 PDT 2009,NO_QUERY,LindsayMClifton,@aubsomidkiff That is depressing. ,1
0,1550706164,Sat Apr 18 07:00:35 PDT 2009,NO_QUERY,C_Merk,is sad cause its time to get up ,1
0,1550707562,Sat Apr 18 07:00:51 PDT 2009,NO_QUERY,LiliannaJ,Tired eyes from playing guitar hero and making dinner... Made white choc brownies but don't feel like eating them ,1
0,1550709833,Sat Apr 18 07:01:17 PDT 2009,NO_QUERY,ladilik3,tired..way too early 2 b up  waiting 4 tonight !!!,1
0,1550728907,Sat Apr 18 07:05:03 PDT 2009,NO_QUERY,Sasha_only,"So sad Christopher  Maybe, we see us in Berlin or something!",1
0,1550733255,Sat Apr 18 07:05:53 PDT 2009,NO_QUERY,erinbraz,tired of swollen hands...they don't feel good. ,1
0,1550812612,Sat Apr 18 07:20:16 PDT 2009,NO_QUERY,pervetastic,*cries* I can't see Niko ,1
0,1550846134,Sat Apr 18 07:25:55 PDT 2009,NO_QUERY,Toriss03,is tireed ,1
0,1550928395,Sat Apr 18 07:39:45 PDT 2009,NO_QUERY,grass_house,"why am I so tired, I only walked around and stayed up a little later... feel like an old lady ",1
0,1550994619,Sat Apr 18 07:51:15 PDT 2009,NO_QUERY,ZulyanaK,Too tired to even go under the blanket. ,1
0,1551076145,Sat Apr 18 08:04:58 PDT 2009,NO_QUERY,spentpenny,I desperately need a windfall. Budgets suck. I can't afford fun! ,1
0,1551082650,Sat Apr 18 08:06:03 PDT 2009,NO_QUERY,soul4real,"Sad day. Cleaned my bike up last night, started it, ready to go. This morning - no start. C left for Prescott w/o me. ",1
0,1551117430,Sat Apr 18 08:11:45 PDT 2009,NO_QUERY,venice4change,So sad the hotel's cappaccino machine is set for decaf  #campcourage,1
0,1551149452,Sat Apr 18 08:16:37 PDT 2009,NO_QUERY,Millerlightman,@staciehays  (Sad face) i would bring you one,1
0,1551177821,Sat Apr 18 08:21:08 PDT 2009,NO_QUERY,monska,@mcunclebuck  how sad! i hope u feel better!,1
0,1551270864,Sat Apr 18 08:36:25 PDT 2009,NO_QUERY,jogger5079,@KCinWPB Depressing   I'm ok this morning!,1
0,1551326881,Sat Apr 18 08:45:38 PDT 2009,NO_QUERY,natmag9,So sad it's raining outside *tear* ,1
0,1551391558,Sat Apr 18 08:56:12 PDT 2009,NO_QUERY,xkeybladex,is sad. No onimusha 2 ,1
0,1551395394,Sat Apr 18 08:56:49 PDT 2009,NO_QUERY,ajh19,Very sad - Charlton Athletic have been relegated.  Will have a drink to console myself ,1
0,1551420533,Sat Apr 18 09:00:43 PDT 2009,NO_QUERY,Corwin040768,Too tired to go to work ,1
0,1551486428,Sat Apr 18 09:11:05 PDT 2009,NO_QUERY,MamaMina,so nervous i think im gonna crap my pants ,1
0,1551578699,Sat Apr 18 09:25:41 PDT 2009,NO_QUERY,pshimmallama,It's a sad sad morning. ,1
0,1551735234,Sat Apr 18 09:50:18 PDT 2009,NO_QUERY,MRulloda,is so sad KG isn't playing... ,1
0,1551872389,Sat Apr 18 10:11:27 PDT 2009,NO_QUERY,Chloe1051,is sad that becca isnt going to demi's show ,1
0,1551901677,Sat Apr 18 10:16:06 PDT 2009,NO_QUERY,Has_Bookpushers,@Lou_bookpushers Did you cry at the end? I did ,1
0,1551960183,Sat Apr 18 10:25:16 PDT 2009,NO_QUERY,jaceypants,@feefeenah it was sad more than anything ,1
0,1551966359,Sat Apr 18 10:26:13 PDT 2009,NO_QUERY,r7ma,i had a sad day ,1
0,1551996075,Sat Apr 18 10:30:54 PDT 2009,NO_QUERY,redaragorn,"is sad that he can't go hiking today, but even sadder that he stranded the scout troop out on muddy roads.  ",1
0,1552005670,Sat Apr 18 10:32:24 PDT 2009,NO_QUERY,feetlips,nervous all the time ,1
0,1552025445,Sat Apr 18 10:35:28 PDT 2009,NO_QUERY,pixum,@suesay sad to hear about this ,1
0,1552056451,Sat Apr 18 10:40:24 PDT 2009,NO_QUERY,SamMariahKeltie,"I am so tired, stayed up too late last night, Keltie and Mariah are still sleepiong, i want them to wake up niow though   ",1
0,1552062934,Sat Apr 18 10:41:24 PDT 2009,NO_QUERY,Alysftbll7,So sad bc she just finished &quot;fade&quot;   ,1
0,1553080846,Sat Apr 18 13:19:22 PDT 2009,NO_QUERY,sarahsmurf18,so tired ,1
0,1553111709,Sat Apr 18 13:24:13 PDT 2009,NO_QUERY,kisnacapri,sad to know arsenal lost to chelsea in fa cup ,1
0,1553112441,Sat Apr 18 13:24:20 PDT 2009,NO_QUERY,dizziepeanut,Sad way to end the game.  Citi is pretty. #citifield #mets #brewers,1
0,1553145595,Sat Apr 18 13:29:36 PDT 2009,NO_QUERY,AnGiE_25,"Is sad bc it's raining and it's just taking time away from spending time with my baby, all bc I can't drive in this stupid weather! ",1
0,1553232983,Sat Apr 18 13:43:17 PDT 2009,NO_QUERY,chrissydak,sad that I am stuck home sick in bed ,1
0,1553264083,Sat Apr 18 13:48:17 PDT 2009,NO_QUERY,lovealways116,"so tired, why am i still studying?? ",1
0,1553336983,Sat Apr 18 13:59:52 PDT 2009,NO_QUERY,a_r_j,she is sad ,1
0,1553364639,Sat Apr 18 14:04:12 PDT 2009,NO_QUERY,razberriez,sad that garnett is no longer playing ,1
0,1553366919,Sat Apr 18 14:04:33 PDT 2009,NO_QUERY,tinamarelina,lonely. i want to crawl into bed with my teddy and mope ,1
0,1553369129,Sat Apr 18 14:04:56 PDT 2009,NO_QUERY,Number31,@EP31 I is sad... Patches is injured and didn't play last night ,1
0,1553455717,Sat Apr 18 14:18:52 PDT 2009,NO_QUERY,SarahBH2010,So tired. and my spring break is coming to an end. ,1
0,1553484889,Sat Apr 18 14:23:36 PDT 2009,NO_QUERY,clbeenz,is depressed cuz corr cant com 2 the mall with her. ,1
0,1553577128,Sat Apr 18 14:38:38 PDT 2009,NO_QUERY,LadiiMojo,is tired and has an upset stomach ,1
0,1553703174,Sat Apr 18 14:59:08 PDT 2009,NO_QUERY,harryocallaghan,Sad face at Charlie's last scheduled video ,1
0,1553733396,Sat Apr 18 15:03:54 PDT 2009,NO_QUERY,thespiderman86,I AM SO SAD BABE!!! FOB!!! I KNOW ,1
0,1553737974,Sat Apr 18 15:04:38 PDT 2009,NO_QUERY,f1vick,tired... so tired... tired of work... tired of life   in need of money or a long holiday on a beach ,1
0,1553792814,Sat Apr 18 15:13:33 PDT 2009,NO_QUERY,MartinMcNeill,Why is there a crying Bumblee in Transformers 2?  DO NOT WANT ,1
0,1553834107,Sat Apr 18 15:20:14 PDT 2009,NO_QUERY,Frenetikmhz,Is worried that he got fired from SSR. ,1
0,1553861506,Sat Apr 18 15:24:48 PDT 2009,NO_QUERY,DalioBourassa,is lonely and has a minor sunburn. How very... not sexy at all. ,1
0,1553917205,Sat Apr 18 15:33:55 PDT 2009,NO_QUERY,Badge24,what a tiring day ,1
0,1553943753,Sat Apr 18 15:38:22 PDT 2009,NO_QUERY,irishkatv,It's sad that I'm tweeting when I don't have any friends on here... ,1
0,1553949595,Sat Apr 18 15:39:18 PDT 2009,NO_QUERY,beckywitek,Sad that I'm missing nacho fest right meowwwzzz. ,1
0,1553951991,Sat Apr 18 15:39:45 PDT 2009,NO_QUERY,ruckaroo,exhausted after a long day of babysitting ,1
0,1554013894,Sat Apr 18 15:49:59 PDT 2009,NO_QUERY,sophowino,Lonely. bored. tired. lonely ,1
0,1554014514,Sat Apr 18 15:50:03 PDT 2009,NO_QUERY,swatisani,Insomnia strikes again ,1
0,1554014818,Sat Apr 18 15:50:06 PDT 2009,NO_QUERY,HeyMondayislove,is sad she can't go to the movie's with her bff ,1
0,1554015086,Sat Apr 18 15:50:08 PDT 2009,NO_QUERY,girlofwinter,Sad news Daddy backed into a pole and put a large dent in the Prius ,1
0,1554043125,Sat Apr 18 15:54:47 PDT 2009,NO_QUERY,molliemaria,So sad I tried on like a million things at Nordstrom and nothing worked! ,1
0,1554101405,Sat Apr 18 16:04:15 PDT 2009,NO_QUERY,iBlueStar,is crying........... ,1
0,1554128807,Sat Apr 18 16:08:49 PDT 2009,NO_QUERY,feelo_Sophia,Sad. My sister's dog Roscoe died.  i loved that guy...,1
0,1554132258,Sat Apr 18 16:09:23 PDT 2009,NO_QUERY,markirby,very sad that http://www.fabchannel.com/ has closed down. One of the few web services that I've used for over 5 years ,1
0,1554138323,Sat Apr 18 16:10:22 PDT 2009,NO_QUERY,toribeth_ilu,Tired... Lame.. We still have alot to do ,1
0,1554160756,Sat Apr 18 16:14:05 PDT 2009,NO_QUERY,Patricia_16,So tired! Not feeling too good! ,1
0,1554457359,Sat Apr 18 17:02:55 PDT 2009,NO_QUERY,CaraValliere,is sad it's raining out ,1
0,1554463586,Sat Apr 18 17:03:55 PDT 2009,NO_QUERY,Warriour,IS SAD  ..MISSING ME DAD ;( ...HAVE SAFE JOURNEY DAD!!!  MISSSSS U LOADS!!!,1
0,1554484765,Sat Apr 18 17:07:25 PDT 2009,NO_QUERY,ddubscovergirl,"@joepolitics sad, very very sad...i can't go but desperately want to  man i luv fla, but wish i was closer to boston! dammit!",1
0,1554486337,Sat Apr 18 17:07:39 PDT 2009,NO_QUERY,sharonredbaron,exhausted ,1
0,1554486746,Sat Apr 18 17:07:44 PDT 2009,NO_QUERY,hatty_g,"How depressing, an empty tic tax box ",1
0,1554522495,Sat Apr 18 17:13:35 PDT 2009,NO_QUERY,xoyourstruelyox,is lonely ,1
0,1555701025,Sat Apr 18 20:27:07 PDT 2009,NO_QUERY,jennamaling,so very tired...one more show left of my entire college career ,1
0,1555723350,Sat Apr 18 20:30:46 PDT 2009,NO_QUERY,thecomicalbird,Is tired of wearing skids!! ,1
0,1555750053,Sat Apr 18 20:35:14 PDT 2009,NO_QUERY,jess_bixl,is lonely and eating cookie dough ice cream ,1
0,1555751140,Sat Apr 18 20:35:28 PDT 2009,NO_QUERY,HonestlyShelby, sad faces! It looked like someone died!,1
0,1555754839,Sat Apr 18 20:36:05 PDT 2009,NO_QUERY,rst04,So sad bout chuck ,1
0,1555784283,Sat Apr 18 20:41:02 PDT 2009,NO_QUERY,EKilroy,is sad to have just found out that rob lowe does not in fact have a twitter ,1
0,1555786804,Sat Apr 18 20:41:27 PDT 2009,NO_QUERY,JFrogger83,So tired. Had 2 teach Shilo to play Texas Hold'em on Yahoo...addictive! And I still have to do clothes 4 church n the morning..  ,1
0,1555847223,Sat Apr 18 20:52:01 PDT 2009,NO_QUERY,candicelenae,sad that chuck just lost ,1
0,1555867807,Sat Apr 18 20:55:40 PDT 2009,NO_QUERY,browneyedgrll94,exhausted...long (but happy) day. lot of home work. and tomorrows sunday. last. day. of. spring. break. ,1
0,1555869973,Sat Apr 18 20:56:06 PDT 2009,NO_QUERY,LillyJyn,we are sad cause the Spurs lost ,1
0,1555898040,Sat Apr 18 21:00:59 PDT 2009,NO_QUERY,kariccio,so tired. parting with my MacBook for the night  tomorrow is my last day of vacation   ,1
0,1555903405,Sat Apr 18 21:01:55 PDT 2009,NO_QUERY,CareySG,tired but not sleepy ,1
0,1555929155,Sat Apr 18 21:06:32 PDT 2009,NO_QUERY,Dawnvanemden,is lonely ,1
0,1555933962,Sat Apr 18 21:07:20 PDT 2009,NO_QUERY,kattterina,"is tired, waiting for benji, patiently... misses him  i just wanna be with my bun feeling :|",1
0,1555948469,Sat Apr 18 21:10:03 PDT 2009,NO_QUERY,Court_Funnymore,@xJulianGray sad but completly true... I hate the new mtv. ,1
